Begin epxeriment: cont_weight: 1 epoch:1000 der1:0.3 der2:0 dfr1:0 dfr2:0.4
./run_pre_bkd.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0002, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=1.0, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=2, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.0, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=0.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
#Attach Nodes:5
./selected_nodes/Cora/Overall/seed265/nodes.txt
precent of left attach nodes: 1.000
/home/mfl5681/project-contrastive/RobustCL/model.py:226: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
Epoch 230, training loss: 7.547508239746094 = 1.400822401046753 + 1.0 * 6.14668607711792
Epoch 230, val loss: 1.4855992794036865
Epoch 240, training loss: 7.4787068367004395 = 1.3376940488815308 + 1.0 * 6.141012668609619
Epoch 240, val loss: 1.4374516010284424
Epoch 250, training loss: 7.417885780334473 = 1.2736631631851196 + 1.0 * 6.144222736358643
Epoch 250, val loss: 1.389968991279602
Epoch 260, training loss: 7.344766616821289 = 1.2120685577392578 + 1.0 * 6.132698059082031
Epoch 260, val loss: 1.345246434211731
Epoch 270, training loss: 7.280265808105469 = 1.1521519422531128 + 1.0 * 6.128113746643066
Epoch 270, val loss: 1.3024765253067017
Epoch 280, training loss: 7.22090482711792 = 1.0936976671218872 + 1.0 * 6.127207279205322
Epoch 280, val loss: 1.2610236406326294
Epoch 290, training loss: 7.160030841827393 = 1.0378762483596802 + 1.0 * 6.122154712677002
Epoch 290, val loss: 1.2216464281082153
Epoch 300, training loss: 7.103151798248291 = 0.9845763444900513 + 1.0 * 6.118575572967529
Epoch 300, val loss: 1.18410325050354
Epoch 310, training loss: 7.047881126403809 = 0.9328183531761169 + 1.0 * 6.115062713623047
Epoch 310, val loss: 1.1475600004196167
Epoch 320, training loss: 7.001193046569824 = 0.8825094699859619 + 1.0 * 6.118683338165283
Epoch 320, val loss: 1.1119881868362427
Epoch 330, training loss: 6.945262432098389 = 0.8341656923294067 + 1.0 * 6.1110968589782715
Epoch 330, val loss: 1.0780119895935059
Epoch 340, training loss: 6.893744468688965 = 0.7872577905654907 + 1.0 * 6.106486797332764
Epoch 340, val loss: 1.0452922582626343
Epoch 350, training loss: 6.850811958312988 = 0.7416565418243408 + 1.0 * 6.109155654907227
Epoch 350, val loss: 1.013822317123413
Epoch 360, training loss: 6.802832126617432 = 0.6984752416610718 + 1.0 * 6.10435676574707
Epoch 360, val loss: 0.9845411777496338
Epoch 370, training loss: 6.7565836906433105 = 0.6576128602027893 + 1.0 * 6.098970890045166
Epoch 370, val loss: 0.9577852487564087
Epoch 380, training loss: 6.719278335571289 = 0.6188124418258667 + 1.0 * 6.100465774536133
Epoch 380, val loss: 0.9332503080368042
Epoch 390, training loss: 6.676999092102051 = 0.5829440355300903 + 1.0 * 6.09405517578125
Epoch 390, val loss: 0.9116482138633728
Epoch 400, training loss: 6.643274784088135 = 0.5497751235961914 + 1.0 * 6.093499660491943
Epoch 400, val loss: 0.8932961225509644
Epoch 410, training loss: 6.608389854431152 = 0.5187884569168091 + 1.0 * 6.089601516723633
Epoch 410, val loss: 0.8773592710494995
Epoch 420, training loss: 6.585444450378418 = 0.4897884726524353 + 1.0 * 6.095655918121338
Epoch 420, val loss: 0.8639271259307861
Epoch 430, training loss: 6.548941135406494 = 0.4629850387573242 + 1.0 * 6.08595609664917
Epoch 430, val loss: 0.8528826236724854
Epoch 440, training loss: 6.52271032333374 = 0.43798506259918213 + 1.0 * 6.084725379943848
Epoch 440, val loss: 0.8441765308380127
Epoch 450, training loss: 6.498871326446533 = 0.41444453597068787 + 1.0 * 6.0844268798828125
Epoch 450, val loss: 0.8370648622512817
Epoch 460, training loss: 6.474309921264648 = 0.3922610580921173 + 1.0 * 6.0820488929748535
Epoch 460, val loss: 0.8316570520401001
Epoch 470, training loss: 6.449710369110107 = 0.371291846036911 + 1.0 * 6.078418731689453
Epoch 470, val loss: 0.8276116251945496
Epoch 480, training loss: 6.429128646850586 = 0.3513566553592682 + 1.0 * 6.07777214050293
Epoch 480, val loss: 0.8248162865638733
Epoch 490, training loss: 6.410028457641602 = 0.33247998356819153 + 1.0 * 6.077548503875732
Epoch 490, val loss: 0.8229604959487915
Epoch 500, training loss: 6.396127223968506 = 0.3146023154258728 + 1.0 * 6.081524848937988
Epoch 500, val loss: 0.822085440158844
Epoch 510, training loss: 6.371026515960693 = 0.2977355122566223 + 1.0 * 6.073290824890137
Epoch 510, val loss: 0.821976900100708
Epoch 520, training loss: 6.351670265197754 = 0.2816219627857208 + 1.0 * 6.0700483322143555
Epoch 520, val loss: 0.8226318359375
Epoch 530, training loss: 6.336841106414795 = 0.2662072479724884 + 1.0 * 6.070633888244629
Epoch 530, val loss: 0.8238804340362549
Epoch 540, training loss: 6.325798034667969 = 0.25152716040611267 + 1.0 * 6.074270725250244
Epoch 540, val loss: 0.825711727142334
Epoch 550, training loss: 6.304437160491943 = 0.2376570999622345 + 1.0 * 6.066780090332031
Epoch 550, val loss: 0.8282106518745422
Epoch 560, training loss: 6.290958404541016 = 0.22441799938678741 + 1.0 * 6.066540241241455
Epoch 560, val loss: 0.8311837315559387
Epoch 570, training loss: 6.276653289794922 = 0.21186964213848114 + 1.0 * 6.064783573150635
Epoch 570, val loss: 0.8345410227775574
Epoch 580, training loss: 6.263058662414551 = 0.2000146359205246 + 1.0 * 6.06304407119751
Epoch 580, val loss: 0.8385676741600037
Epoch 590, training loss: 6.257941246032715 = 0.18878352642059326 + 1.0 * 6.069157600402832
Epoch 590, val loss: 0.8428479433059692
Epoch 600, training loss: 6.240822792053223 = 0.1782311350107193 + 1.0 * 6.062591552734375
Epoch 600, val loss: 0.8474780321121216
Epoch 610, training loss: 6.22597599029541 = 0.16831862926483154 + 1.0 * 6.057657241821289
Epoch 610, val loss: 0.852618396282196
Epoch 620, training loss: 6.2160420417785645 = 0.1589650809764862 + 1.0 * 6.057076930999756
Epoch 620, val loss: 0.8579676747322083
Epoch 630, training loss: 6.2085723876953125 = 0.1501782387495041 + 1.0 * 6.058393955230713
Epoch 630, val loss: 0.8635215163230896
Epoch 640, training loss: 6.200825214385986 = 0.14197973906993866 + 1.0 * 6.058845520019531
Epoch 640, val loss: 0.8693994879722595
Epoch 650, training loss: 6.189063549041748 = 0.13430902361869812 + 1.0 * 6.054754734039307
Epoch 650, val loss: 0.875319242477417
Epoch 660, training loss: 6.17975378036499 = 0.12711380422115326 + 1.0 * 6.052639961242676
Epoch 660, val loss: 0.8814810514450073
Epoch 670, training loss: 6.174960136413574 = 0.12035050988197327 + 1.0 * 6.054609775543213
Epoch 670, val loss: 0.8878011107444763
Epoch 680, training loss: 6.1644439697265625 = 0.11400193721055984 + 1.0 * 6.050442218780518
Epoch 680, val loss: 0.8941500186920166
Epoch 690, training loss: 6.162220478057861 = 0.10806506872177124 + 1.0 * 6.054155349731445
Epoch 690, val loss: 0.9004250764846802
Epoch 700, training loss: 6.15151309967041 = 0.10254819691181183 + 1.0 * 6.048964977264404
Epoch 700, val loss: 0.9068165421485901
Epoch 710, training loss: 6.143892288208008 = 0.09737363457679749 + 1.0 * 6.046518802642822
Epoch 710, val loss: 0.9133507609367371
Epoch 720, training loss: 6.141146183013916 = 0.09249420464038849 + 1.0 * 6.048652172088623
Epoch 720, val loss: 0.9198399782180786
Epoch 730, training loss: 6.136098384857178 = 0.08791113644838333 + 1.0 * 6.048187255859375
Epoch 730, val loss: 0.9263355135917664
Epoch 740, training loss: 6.128814697265625 = 0.08362351357936859 + 1.0 * 6.045191287994385
Epoch 740, val loss: 0.9328854084014893
Epoch 750, training loss: 6.12235689163208 = 0.07958335429430008 + 1.0 * 6.042773723602295
Epoch 750, val loss: 0.9394180774688721
Epoch 760, training loss: 6.130634784698486 = 0.07577621936798096 + 1.0 * 6.054858684539795
Epoch 760, val loss: 0.9459153413772583
Epoch 770, training loss: 6.11708927154541 = 0.07219994813203812 + 1.0 * 6.044889450073242
Epoch 770, val loss: 0.9523899555206299
Epoch 780, training loss: 6.108951568603516 = 0.06885407865047455 + 1.0 * 6.040097713470459
Epoch 780, val loss: 0.9590181708335876
Epoch 790, training loss: 6.1058125495910645 = 0.06568882614374161 + 1.0 * 6.04012393951416
Epoch 790, val loss: 0.9655399918556213
Epoch 800, training loss: 6.107199192047119 = 0.06270209699869156 + 1.0 * 6.044497013092041
Epoch 800, val loss: 0.9719939231872559
Epoch 810, training loss: 6.098251819610596 = 0.05990070477128029 + 1.0 * 6.038351058959961
Epoch 810, val loss: 0.9784805774688721
Epoch 820, training loss: 6.095897674560547 = 0.057264696806669235 + 1.0 * 6.038632869720459
Epoch 820, val loss: 0.9849661588668823
Epoch 830, training loss: 6.094780445098877 = 0.0547824464738369 + 1.0 * 6.0399980545043945
Epoch 830, val loss: 0.9913042783737183
Epoch 840, training loss: 6.089369297027588 = 0.05245039612054825 + 1.0 * 6.036919116973877
Epoch 840, val loss: 0.9975531697273254
Epoch 850, training loss: 6.08512020111084 = 0.05025540292263031 + 1.0 * 6.034864902496338
Epoch 850, val loss: 1.0038813352584839
Epoch 860, training loss: 6.081815719604492 = 0.04818045720458031 + 1.0 * 6.033635139465332
Epoch 860, val loss: 1.0101393461227417
Epoch 870, training loss: 6.08225154876709 = 0.04621141403913498 + 1.0 * 6.036040306091309
Epoch 870, val loss: 1.0163767337799072
Epoch 880, training loss: 6.088132858276367 = 0.04435489699244499 + 1.0 * 6.043777942657471
Epoch 880, val loss: 1.0222835540771484
Epoch 890, training loss: 6.075585842132568 = 0.04262165352702141 + 1.0 * 6.03296422958374
Epoch 890, val loss: 1.0282516479492188
Epoch 900, training loss: 6.072876930236816 = 0.04098911210894585 + 1.0 * 6.031888008117676
Epoch 900, val loss: 1.0343354940414429
Epoch 910, training loss: 6.069336414337158 = 0.03943675011396408 + 1.0 * 6.029899597167969
Epoch 910, val loss: 1.0402058362960815
Epoch 920, training loss: 6.067623615264893 = 0.03796001151204109 + 1.0 * 6.029663562774658
Epoch 920, val loss: 1.0460807085037231
Epoch 930, training loss: 6.072418212890625 = 0.03655760735273361 + 1.0 * 6.035860538482666
Epoch 930, val loss: 1.0517234802246094
Epoch 940, training loss: 6.065393447875977 = 0.03523920848965645 + 1.0 * 6.030154228210449
Epoch 940, val loss: 1.0573700666427612
Epoch 950, training loss: 6.064696788787842 = 0.033993951976299286 + 1.0 * 6.030703067779541
Epoch 950, val loss: 1.0630875825881958
Epoch 960, training loss: 6.0610857009887695 = 0.03281119465827942 + 1.0 * 6.0282745361328125
Epoch 960, val loss: 1.0684268474578857
Epoch 970, training loss: 6.057946681976318 = 0.031691793352365494 + 1.0 * 6.026254653930664
Epoch 970, val loss: 1.0739519596099854
Epoch 980, training loss: 6.055802345275879 = 0.030627159401774406 + 1.0 * 6.025175094604492
Epoch 980, val loss: 1.079477310180664
Epoch 990, training loss: 6.057398796081543 = 0.029608450829982758 + 1.0 * 6.027790546417236
Epoch 990, val loss: 1.0848584175109863
=== picking the best model according to the performance on validation ===
target class rate on Vs: 1.0000
accuracy on clean test nodes: 0.8000
Overall ASR: 0.6790
Flip ASR: 0.6267/225 nodes
./selected_nodes/Cora/Overall/seed125/nodes.txt
precent of left attach nodes: 1.000
=== training gcn model ===
Epoch 0, training loss: 10.306832313537598 = 1.9330403804779053 + 1.0 * 8.373791694641113
Epoch 0, val loss: 1.9357428550720215
Epoch 10, training loss: 10.296418190002441 = 1.923331618309021 + 1.0 * 8.373086929321289
Epoch 10, val loss: 1.925761103630066
Epoch 20, training loss: 10.279484748840332 = 1.9110132455825806 + 1.0 * 8.368471145629883
Epoch 20, val loss: 1.9123777151107788
Epoch 30, training loss: 10.232915878295898 = 1.894054651260376 + 1.0 * 8.338861465454102
Epoch 30, val loss: 1.8935855627059937
Epoch 40, training loss: 10.029234886169434 = 1.8732824325561523 + 1.0 * 8.155952453613281
Epoch 40, val loss: 1.871252179145813
Epoch 50, training loss: 9.44854736328125 = 1.8497310876846313 + 1.0 * 7.59881591796875
Epoch 50, val loss: 1.8462753295898438
Epoch 60, training loss: 9.011493682861328 = 1.831284999847412 + 1.0 * 7.180209159851074
Epoch 60, val loss: 1.8283368349075317
Epoch 70, training loss: 8.634298324584961 = 1.8187553882598877 + 1.0 * 6.815542697906494
Epoch 70, val loss: 1.815672755241394
Epoch 80, training loss: 8.466623306274414 = 1.8062406778335571 + 1.0 * 6.660382270812988
Epoch 80, val loss: 1.8026432991027832
Epoch 90, training loss: 8.36717700958252 = 1.792937994003296 + 1.0 * 6.574239253997803
Epoch 90, val loss: 1.7891966104507446
Epoch 100, training loss: 8.284463882446289 = 1.7800097465515137 + 1.0 * 6.504454612731934
Epoch 100, val loss: 1.7764688730239868
Epoch 110, training loss: 8.215702056884766 = 1.7679225206375122 + 1.0 * 6.447779178619385
Epoch 110, val loss: 1.7647370100021362
Epoch 120, training loss: 8.146748542785645 = 1.7553588151931763 + 1.0 * 6.3913893699646
Epoch 120, val loss: 1.7529046535491943
Epoch 130, training loss: 8.08318042755127 = 1.741315245628357 + 1.0 * 6.341865062713623
Epoch 130, val loss: 1.7403727769851685
Epoch 140, training loss: 8.031926155090332 = 1.7245393991470337 + 1.0 * 6.307386875152588
Epoch 140, val loss: 1.7255803346633911
Epoch 150, training loss: 7.982884407043457 = 1.7037804126739502 + 1.0 * 6.279103755950928
Epoch 150, val loss: 1.7076565027236938
Epoch 160, training loss: 7.933995246887207 = 1.678572654724121 + 1.0 * 6.255422592163086
Epoch 160, val loss: 1.6861408948898315
Epoch 170, training loss: 7.8873701095581055 = 1.6477967500686646 + 1.0 * 6.2395734786987305
Epoch 170, val loss: 1.6602015495300293
Epoch 180, training loss: 7.834290504455566 = 1.6111575365066528 + 1.0 * 6.223133087158203
Epoch 180, val loss: 1.6297416687011719
Epoch 190, training loss: 7.778570175170898 = 1.567653775215149 + 1.0 * 6.210916519165039
Epoch 190, val loss: 1.5939583778381348
Epoch 200, training loss: 7.717726230621338 = 1.5170655250549316 + 1.0 * 6.200660705566406
Epoch 200, val loss: 1.5529118776321411
Epoch 210, training loss: 7.655223846435547 = 1.4611321687698364 + 1.0 * 6.194091796875
Epoch 210, val loss: 1.5082476139068604
Epoch 220, training loss: 7.5866217613220215 = 1.4024511575698853 + 1.0 * 6.184170722961426
Epoch 220, val loss: 1.4623675346374512
Epoch 230, training loss: 7.520083427429199 = 1.343398094177246 + 1.0 * 6.176685333251953
Epoch 230, val loss: 1.4172972440719604
Epoch 240, training loss: 7.454643249511719 = 1.284929871559143 + 1.0 * 6.169713497161865
Epoch 240, val loss: 1.3741426467895508
Epoch 250, training loss: 7.393596649169922 = 1.2282606363296509 + 1.0 * 6.1653361320495605
Epoch 250, val loss: 1.3339194059371948
Epoch 260, training loss: 7.332083225250244 = 1.1745339632034302 + 1.0 * 6.1575493812561035
Epoch 260, val loss: 1.2971506118774414
Epoch 270, training loss: 7.274056434631348 = 1.1231987476348877 + 1.0 * 6.150857448577881
Epoch 270, val loss: 1.2628315687179565
Epoch 280, training loss: 7.222384452819824 = 1.0742075443267822 + 1.0 * 6.148177146911621
Epoch 280, val loss: 1.230576992034912
Epoch 290, training loss: 7.169482231140137 = 1.0281832218170166 + 1.0 * 6.141299247741699
Epoch 290, val loss: 1.200298547744751
Epoch 300, training loss: 7.119463920593262 = 0.9845991134643555 + 1.0 * 6.134864807128906
Epoch 300, val loss: 1.1714556217193604
Epoch 310, training loss: 7.073415756225586 = 0.9426339864730835 + 1.0 * 6.130781650543213
Epoch 310, val loss: 1.1433868408203125
Epoch 320, training loss: 7.031215190887451 = 0.9022213220596313 + 1.0 * 6.128993988037109
Epoch 320, val loss: 1.116133689880371
Epoch 330, training loss: 6.986437797546387 = 0.8631799221038818 + 1.0 * 6.123257637023926
Epoch 330, val loss: 1.0895487070083618
Epoch 340, training loss: 6.942839622497559 = 0.8248183727264404 + 1.0 * 6.118021488189697
Epoch 340, val loss: 1.0633492469787598
Epoch 350, training loss: 6.901322364807129 = 0.7866272926330566 + 1.0 * 6.114695072174072
Epoch 350, val loss: 1.0372759103775024
Epoch 360, training loss: 6.861913681030273 = 0.7486526966094971 + 1.0 * 6.113260746002197
Epoch 360, val loss: 1.0114128589630127
Epoch 370, training loss: 6.821052551269531 = 0.7114336490631104 + 1.0 * 6.109619140625
Epoch 370, val loss: 0.9861695170402527
Epoch 380, training loss: 6.780571460723877 = 0.6749334335327148 + 1.0 * 6.105638027191162
Epoch 380, val loss: 0.9616285562515259
Epoch 390, training loss: 6.745097637176514 = 0.6393830180168152 + 1.0 * 6.105714797973633
Epoch 390, val loss: 0.9379326701164246
Epoch 400, training loss: 6.706704139709473 = 0.6053107380867004 + 1.0 * 6.101393222808838
Epoch 400, val loss: 0.9156286716461182
Epoch 410, training loss: 6.670337200164795 = 0.5727820992469788 + 1.0 * 6.097555160522461
Epoch 410, val loss: 0.8948507905006409
Epoch 420, training loss: 6.637763023376465 = 0.5416407585144043 + 1.0 * 6.0961222648620605
Epoch 420, val loss: 0.8755009770393372
Epoch 430, training loss: 6.608383655548096 = 0.5121310353279114 + 1.0 * 6.09625244140625
Epoch 430, val loss: 0.8577427864074707
Epoch 440, training loss: 6.575133800506592 = 0.48424258828163147 + 1.0 * 6.090891361236572
Epoch 440, val loss: 0.8416602611541748
Epoch 450, training loss: 6.545398712158203 = 0.45765140652656555 + 1.0 * 6.087747097015381
Epoch 450, val loss: 0.8269798755645752
Epoch 460, training loss: 6.53175687789917 = 0.43231120705604553 + 1.0 * 6.099445819854736
Epoch 460, val loss: 0.8136568069458008
Epoch 470, training loss: 6.4951958656311035 = 0.408481627702713 + 1.0 * 6.086714267730713
Epoch 470, val loss: 0.8017531633377075
Epoch 480, training loss: 6.468893051147461 = 0.38578009605407715 + 1.0 * 6.083112716674805
Epoch 480, val loss: 0.7910166382789612
Epoch 490, training loss: 6.4452290534973145 = 0.36409205198287964 + 1.0 * 6.081137180328369
Epoch 490, val loss: 0.7811411023139954
Epoch 500, training loss: 6.4222612380981445 = 0.3433648645877838 + 1.0 * 6.078896522521973
Epoch 500, val loss: 0.7721987962722778
Epoch 510, training loss: 6.406131744384766 = 0.3234734535217285 + 1.0 * 6.082658290863037
Epoch 510, val loss: 0.7639275193214417
Epoch 520, training loss: 6.38153076171875 = 0.30456453561782837 + 1.0 * 6.076966285705566
Epoch 520, val loss: 0.7562806010246277
Epoch 530, training loss: 6.362303733825684 = 0.28659215569496155 + 1.0 * 6.075711727142334
Epoch 530, val loss: 0.749471127986908
Epoch 540, training loss: 6.347038269042969 = 0.26948630809783936 + 1.0 * 6.07755184173584
Epoch 540, val loss: 0.7433292269706726
Epoch 550, training loss: 6.326128005981445 = 0.2533029317855835 + 1.0 * 6.072824954986572
Epoch 550, val loss: 0.7378455400466919
Epoch 560, training loss: 6.307722091674805 = 0.23801282048225403 + 1.0 * 6.069709300994873
Epoch 560, val loss: 0.7331820130348206
Epoch 570, training loss: 6.294830322265625 = 0.22357283532619476 + 1.0 * 6.071257591247559
Epoch 570, val loss: 0.7293093800544739
Epoch 580, training loss: 6.279092311859131 = 0.21010297536849976 + 1.0 * 6.068989276885986
Epoch 580, val loss: 0.7261821031570435
Epoch 590, training loss: 6.265688896179199 = 0.19752541184425354 + 1.0 * 6.0681633949279785
Epoch 590, val loss: 0.7238589525222778
Epoch 600, training loss: 6.252227306365967 = 0.1858128011226654 + 1.0 * 6.0664143562316895
Epoch 600, val loss: 0.7222225666046143
Epoch 610, training loss: 6.23838472366333 = 0.17493849992752075 + 1.0 * 6.063446044921875
Epoch 610, val loss: 0.7214336395263672
Epoch 620, training loss: 6.230962753295898 = 0.1647854596376419 + 1.0 * 6.0661773681640625
Epoch 620, val loss: 0.7213906645774841
Epoch 630, training loss: 6.221097946166992 = 0.1554042249917984 + 1.0 * 6.0656938552856445
Epoch 630, val loss: 0.7218314409255981
Epoch 640, training loss: 6.206335544586182 = 0.146719828248024 + 1.0 * 6.059615612030029
Epoch 640, val loss: 0.7230445146560669
Epoch 650, training loss: 6.198835372924805 = 0.1386142075061798 + 1.0 * 6.060221195220947
Epoch 650, val loss: 0.7248473167419434
Epoch 660, training loss: 6.1952009201049805 = 0.13112370669841766 + 1.0 * 6.064077377319336
Epoch 660, val loss: 0.727016806602478
Epoch 670, training loss: 6.179738521575928 = 0.12419602274894714 + 1.0 * 6.055542469024658
Epoch 670, val loss: 0.7298175096511841
Epoch 680, training loss: 6.171565055847168 = 0.11772149801254272 + 1.0 * 6.0538434982299805
Epoch 680, val loss: 0.733087956905365
Epoch 690, training loss: 6.166826248168945 = 0.11165013164281845 + 1.0 * 6.055176258087158
Epoch 690, val loss: 0.7366912961006165
Epoch 700, training loss: 6.162972450256348 = 0.1060066893696785 + 1.0 * 6.0569658279418945
Epoch 700, val loss: 0.7405750155448914
Epoch 710, training loss: 6.151005268096924 = 0.10076842457056046 + 1.0 * 6.050236701965332
Epoch 710, val loss: 0.7448033094406128
Epoch 720, training loss: 6.146196365356445 = 0.09584657847881317 + 1.0 * 6.050349712371826
Epoch 720, val loss: 0.749325156211853
Epoch 730, training loss: 6.1443915367126465 = 0.09122923016548157 + 1.0 * 6.053162097930908
Epoch 730, val loss: 0.7539591193199158
Epoch 740, training loss: 6.135262966156006 = 0.08691241592168808 + 1.0 * 6.0483503341674805
Epoch 740, val loss: 0.7588706016540527
Epoch 750, training loss: 6.129786491394043 = 0.08285873383283615 + 1.0 * 6.0469279289245605
Epoch 750, val loss: 0.764035165309906
Epoch 760, training loss: 6.132660388946533 = 0.07903462648391724 + 1.0 * 6.053625583648682
Epoch 760, val loss: 0.7693673372268677
Epoch 770, training loss: 6.125312328338623 = 0.0754668191075325 + 1.0 * 6.0498456954956055
Epoch 770, val loss: 0.7747217416763306
Epoch 780, training loss: 6.118452548980713 = 0.07211321592330933 + 1.0 * 6.046339511871338
Epoch 780, val loss: 0.7803279757499695
Epoch 790, training loss: 6.115541934967041 = 0.06895323097705841 + 1.0 * 6.046588897705078
Epoch 790, val loss: 0.7859907150268555
