Begin epxeriment: cont_weight: 0.1 epoch:1000 der1:0.3 der2:0 dfr1:0 dfr2:0.4
./run_pre_bkd.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0002, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=0.1, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=2, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.0, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=0.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
#Attach Nodes:5
./selected_nodes/Cora/Overall/seed265/nodes.txt
precent of left attach nodes: 1.000
/home/mfl5681/project-contrastive/RobustCL/model.py:226: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
Epoch 710, training loss: 0.639542281627655 = 0.019869999960064888 + 0.1 * 6.196722984313965
Epoch 710, val loss: 1.2292572259902954
Epoch 720, training loss: 0.6382172703742981 = 0.019038645550608635 + 0.1 * 6.191786289215088
Epoch 720, val loss: 1.239869475364685
Epoch 730, training loss: 0.6372833251953125 = 0.01825842633843422 + 0.1 * 6.190248489379883
Epoch 730, val loss: 1.2501413822174072
Epoch 740, training loss: 0.6371065378189087 = 0.017527710646390915 + 0.1 * 6.195788383483887
Epoch 740, val loss: 1.2602952718734741
Epoch 750, training loss: 0.635529100894928 = 0.016841363161802292 + 0.1 * 6.186877250671387
Epoch 750, val loss: 1.2701228857040405
Epoch 760, training loss: 0.6336668729782104 = 0.016196520999073982 + 0.1 * 6.174703121185303
Epoch 760, val loss: 1.2798603773117065
Epoch 770, training loss: 0.6338768601417542 = 0.01558719016611576 + 0.1 * 6.182896137237549
Epoch 770, val loss: 1.2894197702407837
Epoch 780, training loss: 0.6325461268424988 = 0.015012996271252632 + 0.1 * 6.1753315925598145
Epoch 780, val loss: 1.298692226409912
Epoch 790, training loss: 0.6325780153274536 = 0.01447176281362772 + 0.1 * 6.1810622215271
Epoch 790, val loss: 1.307801604270935
Epoch 800, training loss: 0.6310614347457886 = 0.013961787335574627 + 0.1 * 6.170996189117432
Epoch 800, val loss: 1.3167169094085693
Epoch 810, training loss: 0.6303816437721252 = 0.013478484936058521 + 0.1 * 6.169031620025635
Epoch 810, val loss: 1.325518012046814
Epoch 820, training loss: 0.6311336755752563 = 0.013019949197769165 + 0.1 * 6.1811370849609375
Epoch 820, val loss: 1.3341333866119385
Epoch 830, training loss: 0.6296736001968384 = 0.012586460448801517 + 0.1 * 6.170871257781982
Epoch 830, val loss: 1.342491626739502
Epoch 840, training loss: 0.629490315914154 = 0.012175587937235832 + 0.1 * 6.173147678375244
Epoch 840, val loss: 1.3507634401321411
Epoch 850, training loss: 0.6280633807182312 = 0.011786130256950855 + 0.1 * 6.1627726554870605
Epoch 850, val loss: 1.3589046001434326
Epoch 860, training loss: 0.6284602284431458 = 0.011415595188736916 + 0.1 * 6.170446395874023
Epoch 860, val loss: 1.366873025894165
Epoch 870, training loss: 0.6273376941680908 = 0.01106355246156454 + 0.1 * 6.162741184234619
Epoch 870, val loss: 1.3746757507324219
Epoch 880, training loss: 0.6263593435287476 = 0.010728253051638603 + 0.1 * 6.15631103515625
Epoch 880, val loss: 1.3824108839035034
Epoch 890, training loss: 0.6266209483146667 = 0.010409137234091759 + 0.1 * 6.162117958068848
Epoch 890, val loss: 1.3898805379867554
Epoch 900, training loss: 0.6252079606056213 = 0.010105893015861511 + 0.1 * 6.151020526885986
Epoch 900, val loss: 1.397291898727417
Epoch 910, training loss: 0.6252911686897278 = 0.009816523641347885 + 0.1 * 6.154746055603027
Epoch 910, val loss: 1.40462327003479
Epoch 920, training loss: 0.6244939565658569 = 0.009540023282170296 + 0.1 * 6.149539470672607
Epoch 920, val loss: 1.4117474555969238
Epoch 930, training loss: 0.6242315173149109 = 0.009276405908167362 + 0.1 * 6.1495513916015625
Epoch 930, val loss: 1.418779969215393
Epoch 940, training loss: 0.6236139535903931 = 0.009023587219417095 + 0.1 * 6.14590311050415
Epoch 940, val loss: 1.425686001777649
Epoch 950, training loss: 0.6243281364440918 = 0.0087819779291749 + 0.1 * 6.15546178817749
Epoch 950, val loss: 1.43246328830719
Epoch 960, training loss: 0.623268187046051 = 0.008551015518605709 + 0.1 * 6.147171974182129
Epoch 960, val loss: 1.4390223026275635
Epoch 970, training loss: 0.6226489543914795 = 0.00833063293248415 + 0.1 * 6.143182754516602
Epoch 970, val loss: 1.4456311464309692
Epoch 980, training loss: 0.6227996349334717 = 0.008119091391563416 + 0.1 * 6.146805286407471
Epoch 980, val loss: 1.4521211385726929
Epoch 990, training loss: 0.621330976486206 = 0.007915819995105267 + 0.1 * 6.134151935577393
Epoch 990, val loss: 1.4583567380905151
=== picking the best model according to the performance on validation ===
target class rate on Vs: 1.0000
accuracy on clean test nodes: 0.8148
Overall ASR: 0.3579
Flip ASR: 0.2489/225 nodes
./selected_nodes/Cora/Overall/seed125/nodes.txt
precent of left attach nodes: 1.000
=== training gcn model ===
Epoch 0, training loss: 2.7936344146728516 = 1.9562513828277588 + 0.1 * 8.373830795288086
Epoch 0, val loss: 1.962228775024414
Epoch 10, training loss: 2.7832603454589844 = 1.9458962678909302 + 0.1 * 8.373641014099121
Epoch 10, val loss: 1.9518380165100098
Epoch 20, training loss: 2.7703309059143066 = 1.9330809116363525 + 0.1 * 8.3725004196167
Epoch 20, val loss: 1.9384765625
Epoch 30, training loss: 2.751157760620117 = 1.9147658348083496 + 0.1 * 8.363919258117676
Epoch 30, val loss: 1.9190638065338135
Epoch 40, training loss: 2.718719005584717 = 1.8873780965805054 + 0.1 * 8.313407897949219
Epoch 40, val loss: 1.890297770500183
Epoch 50, training loss: 2.652672290802002 = 1.8500317335128784 + 0.1 * 8.02640438079834
Epoch 50, val loss: 1.8528069257736206
Epoch 60, training loss: 2.563380718231201 = 1.8102117776870728 + 0.1 * 7.53169059753418
Epoch 60, val loss: 1.8155558109283447
Epoch 70, training loss: 2.4831671714782715 = 1.774133563041687 + 0.1 * 7.090336322784424
Epoch 70, val loss: 1.7835773229599
Epoch 80, training loss: 2.421884775161743 = 1.7413522005081177 + 0.1 * 6.805325031280518
Epoch 80, val loss: 1.7545262575149536
Epoch 90, training loss: 2.368898391723633 = 1.6995623111724854 + 0.1 * 6.693361759185791
Epoch 90, val loss: 1.7164651155471802
Epoch 100, training loss: 2.3056204319000244 = 1.6424168348312378 + 0.1 * 6.632036209106445
Epoch 100, val loss: 1.6669849157333374
Epoch 110, training loss: 2.227491855621338 = 1.5678528547286987 + 0.1 * 6.5963897705078125
Epoch 110, val loss: 1.6054631471633911
Epoch 120, training loss: 2.1359128952026367 = 1.4785951375961304 + 0.1 * 6.573177814483643
Epoch 120, val loss: 1.533441185951233
Epoch 130, training loss: 2.03997540473938 = 1.3839571475982666 + 0.1 * 6.560182571411133
Epoch 130, val loss: 1.4576835632324219
Epoch 140, training loss: 1.9447836875915527 = 1.2897199392318726 + 0.1 * 6.550637245178223
Epoch 140, val loss: 1.3831700086593628
Epoch 150, training loss: 1.8517048358917236 = 1.1977657079696655 + 0.1 * 6.53939151763916
Epoch 150, val loss: 1.3127045631408691
Epoch 160, training loss: 1.7635059356689453 = 1.1106511354446411 + 0.1 * 6.528547286987305
Epoch 160, val loss: 1.2467423677444458
Epoch 170, training loss: 1.6807093620300293 = 1.0290203094482422 + 0.1 * 6.516889572143555
Epoch 170, val loss: 1.184951663017273
Epoch 180, training loss: 1.6035670042037964 = 0.9528849124908447 + 0.1 * 6.5068206787109375
Epoch 180, val loss: 1.1279027462005615
Epoch 190, training loss: 1.5321016311645508 = 0.8825948238372803 + 0.1 * 6.495067596435547
Epoch 190, val loss: 1.0755255222320557
Epoch 200, training loss: 1.4648246765136719 = 0.8165421485900879 + 0.1 * 6.482824325561523
Epoch 200, val loss: 1.0262393951416016
Epoch 210, training loss: 1.4021143913269043 = 0.7534257769584656 + 0.1 * 6.486886024475098
Epoch 210, val loss: 0.9790910482406616
Epoch 220, training loss: 1.3409817218780518 = 0.6946702003479004 + 0.1 * 6.463114261627197
Epoch 220, val loss: 0.9353780746459961
Epoch 230, training loss: 1.2848814725875854 = 0.6394668817520142 + 0.1 * 6.454145908355713
Epoch 230, val loss: 0.8943835496902466
Epoch 240, training loss: 1.232013463973999 = 0.5875742435455322 + 0.1 * 6.444391250610352
Epoch 240, val loss: 0.8565840721130371
Epoch 250, training loss: 1.1824097633361816 = 0.5388481020927429 + 0.1 * 6.435616970062256
Epoch 250, val loss: 0.8220179080963135
Epoch 260, training loss: 1.1359319686889648 = 0.4930781126022339 + 0.1 * 6.428538799285889
Epoch 260, val loss: 0.7908364534378052
Epoch 270, training loss: 1.0917415618896484 = 0.44962289929389954 + 0.1 * 6.421186447143555
Epoch 270, val loss: 0.7625955939292908
Epoch 280, training loss: 1.0499839782714844 = 0.4085920453071594 + 0.1 * 6.413918972015381
Epoch 280, val loss: 0.7374061942100525
Epoch 290, training loss: 1.0106843709945679 = 0.37035033106803894 + 0.1 * 6.4033403396606445
Epoch 290, val loss: 0.7152246832847595
Epoch 300, training loss: 0.9747124910354614 = 0.33494237065315247 + 0.1 * 6.397700786590576
Epoch 300, val loss: 0.6957607269287109
Epoch 310, training loss: 0.941699743270874 = 0.30249306559562683 + 0.1 * 6.392066478729248
Epoch 310, val loss: 0.679039478302002
Epoch 320, training loss: 0.9111690521240234 = 0.2729291617870331 + 0.1 * 6.38239860534668
Epoch 320, val loss: 0.6646934151649475
Epoch 330, training loss: 0.883802592754364 = 0.246151402592659 + 0.1 * 6.376512050628662
Epoch 330, val loss: 0.6525875329971313
Epoch 340, training loss: 0.8601765632629395 = 0.22211679816246033 + 0.1 * 6.3805975914001465
Epoch 340, val loss: 0.6427512168884277
Epoch 350, training loss: 0.8364009857177734 = 0.2005736529827118 + 0.1 * 6.358273029327393
Epoch 350, val loss: 0.6347870826721191
Epoch 360, training loss: 0.8164966106414795 = 0.18118266761302948 + 0.1 * 6.3531389236450195
Epoch 360, val loss: 0.628724992275238
Epoch 370, training loss: 0.800327718257904 = 0.1638059765100479 + 0.1 * 6.365217208862305
Epoch 370, val loss: 0.6244500279426575
Epoch 380, training loss: 0.7828067541122437 = 0.148392915725708 + 0.1 * 6.344138145446777
Epoch 380, val loss: 0.6216632127761841
Epoch 390, training loss: 0.7692650556564331 = 0.13470320403575897 + 0.1 * 6.34561824798584
Epoch 390, val loss: 0.6204127669334412
Epoch 400, training loss: 0.7560779452323914 = 0.12250151485204697 + 0.1 * 6.335764408111572
Epoch 400, val loss: 0.620408833026886
Epoch 410, training loss: 0.7444823980331421 = 0.1116318628191948 + 0.1 * 6.328505039215088
Epoch 410, val loss: 0.6215782165527344
Epoch 420, training loss: 0.734062910079956 = 0.10186272859573364 + 0.1 * 6.3220014572143555
Epoch 420, val loss: 0.6236511468887329
Epoch 430, training loss: 0.7253460884094238 = 0.09313635528087616 + 0.1 * 6.322096824645996
Epoch 430, val loss: 0.6264362335205078
Epoch 440, training loss: 0.7166076898574829 = 0.08514660596847534 + 0.1 * 6.314610481262207
Epoch 440, val loss: 0.6299290657043457
Epoch 450, training loss: 0.7095987200737 = 0.07775647938251495 + 0.1 * 6.318422317504883
Epoch 450, val loss: 0.6339550018310547
Epoch 460, training loss: 0.7014985084533691 = 0.07080969214439392 + 0.1 * 6.306887626647949
Epoch 460, val loss: 0.6382758617401123
Epoch 470, training loss: 0.695786714553833 = 0.06427715718746185 + 0.1 * 6.3150954246521
Epoch 470, val loss: 0.6428765058517456
Epoch 480, training loss: 0.6884165406227112 = 0.05822187662124634 + 0.1 * 6.301946640014648
Epoch 480, val loss: 0.6476553678512573
Epoch 490, training loss: 0.6820036172866821 = 0.052788689732551575 + 0.1 * 6.292149066925049
Epoch 490, val loss: 0.6526613831520081
Epoch 500, training loss: 0.6772564053535461 = 0.04810447245836258 + 0.1 * 6.2915191650390625
Epoch 500, val loss: 0.6580303311347961
Epoch 510, training loss: 0.6722844243049622 = 0.044052980840206146 + 0.1 * 6.282314300537109
Epoch 510, val loss: 0.6638349294662476
Epoch 520, training loss: 0.6688570976257324 = 0.04051458463072777 + 0.1 * 6.2834248542785645
Epoch 520, val loss: 0.6698313355445862
Epoch 530, training loss: 0.665209174156189 = 0.03739126771688461 + 0.1 * 6.278179168701172
Epoch 530, val loss: 0.6759610772132874
Epoch 540, training loss: 0.6620072722434998 = 0.03462483733892441 + 0.1 * 6.273824214935303
Epoch 540, val loss: 0.6821667551994324
Epoch 550, training loss: 0.658759593963623 = 0.03215581923723221 + 0.1 * 6.266037464141846
Epoch 550, val loss: 0.6884082555770874
Epoch 560, training loss: 0.6585233807563782 = 0.029938669875264168 + 0.1 * 6.285846710205078
Epoch 560, val loss: 0.6947415471076965
Epoch 570, training loss: 0.6542898416519165 = 0.027956735342741013 + 0.1 * 6.263330936431885
Epoch 570, val loss: 0.701084315776825
Epoch 580, training loss: 0.652599036693573 = 0.0261736661195755 + 0.1 * 6.264253616333008
Epoch 580, val loss: 0.7074876427650452
Epoch 590, training loss: 0.6501200199127197 = 0.024569358676671982 + 0.1 * 6.255506992340088
Epoch 590, val loss: 0.7138975262641907
Epoch 600, training loss: 0.6482298970222473 = 0.023116687312722206 + 0.1 * 6.251132011413574
Epoch 600, val loss: 0.7202576398849487
Epoch 610, training loss: 0.6474823355674744 = 0.02179693430662155 + 0.1 * 6.2568535804748535
Epoch 610, val loss: 0.7266546487808228
Epoch 620, training loss: 0.646179735660553 = 0.020601117983460426 + 0.1 * 6.255786418914795
Epoch 620, val loss: 0.733019232749939
Epoch 630, training loss: 0.6438008546829224 = 0.01951194740831852 + 0.1 * 6.242888927459717
Epoch 630, val loss: 0.7392474412918091
Epoch 640, training loss: 0.6428031921386719 = 0.018513726070523262 + 0.1 * 6.242894172668457
Epoch 640, val loss: 0.7454989552497864
Epoch 650, training loss: 0.6414279937744141 = 0.01759585365653038 + 0.1 * 6.238321781158447
Epoch 650, val loss: 0.7516088485717773
Epoch 660, training loss: 0.6408685445785522 = 0.016750020906329155 + 0.1 * 6.241185188293457
Epoch 660, val loss: 0.7576828002929688
Epoch 670, training loss: 0.6398767232894897 = 0.01596982404589653 + 0.1 * 6.239068984985352
Epoch 670, val loss: 0.7636605501174927
Epoch 680, training loss: 0.6380649209022522 = 0.015249102376401424 + 0.1 * 6.228158473968506
Epoch 680, val loss: 0.7694925665855408
Epoch 690, training loss: 0.6369609236717224 = 0.014577583409845829 + 0.1 * 6.2238335609436035
Epoch 690, val loss: 0.7753140926361084
Epoch 700, training loss: 0.637127697467804 = 0.013951677829027176 + 0.1 * 6.231760025024414
Epoch 700, val loss: 0.7810826897621155
Epoch 710, training loss: 0.6354438066482544 = 0.013373102992773056 + 0.1 * 6.220707416534424
Epoch 710, val loss: 0.7866194248199463
Epoch 720, training loss: 0.6350383758544922 = 0.012834062799811363 + 0.1 * 6.222043037414551
Epoch 720, val loss: 0.7920482158660889
Epoch 730, training loss: 0.6337578892707825 = 0.012328062206506729 + 0.1 * 6.214297771453857
Epoch 730, val loss: 0.7975031733512878
Epoch 740, training loss: 0.6325969696044922 = 0.011855218559503555 + 0.1 * 6.207417011260986
Epoch 740, val loss: 0.802782416343689
Epoch 750, training loss: 0.6326300501823425 = 0.011410795152187347 + 0.1 * 6.212192535400391
Epoch 750, val loss: 0.8080084919929504
Epoch 760, training loss: 0.6324681639671326 = 0.01099346112459898 + 0.1 * 6.214746952056885
Epoch 760, val loss: 0.8132063150405884
Epoch 770, training loss: 0.6316294074058533 = 0.010603164322674274 + 0.1 * 6.210261821746826
Epoch 770, val loss: 0.8182064294815063
Epoch 780, training loss: 0.6302268505096436 = 0.01023593358695507 + 0.1 * 6.199909210205078
