Begin epxeriment: cont_weight: 0.001 epoch:1000 der1:0.3 der2:0 dfr1:0 dfr2:0.4
./run_pre_bkd.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0002, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=0.001, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=2, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.0, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=0.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
#Attach Nodes:5
./selected_nodes/Cora/Overall/seed265/nodes.txt
precent of left attach nodes: 1.000
/home/mfl5681/project-contrastive/RobustCL/model.py:226: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
Epoch 600, training loss: 0.016747942194342613 = 0.01007936242967844 + 0.001 * 6.668579578399658
Epoch 600, val loss: 0.9251708388328552
Epoch 610, training loss: 0.01618475653231144 = 0.00953380111604929 + 0.001 * 6.6509552001953125
Epoch 610, val loss: 0.9334350824356079
Epoch 620, training loss: 0.015683358535170555 = 0.009034070186316967 + 0.001 * 6.649288177490234
Epoch 620, val loss: 0.941482663154602
Epoch 630, training loss: 0.015241967514157295 = 0.008575216867029667 + 0.001 * 6.666750431060791
Epoch 630, val loss: 0.9493021368980408
Epoch 640, training loss: 0.014813613146543503 = 0.008152601309120655 + 0.001 * 6.661011695861816
Epoch 640, val loss: 0.9569475054740906
Epoch 650, training loss: 0.014407682232558727 = 0.007762480061501265 + 0.001 * 6.645201683044434
Epoch 650, val loss: 0.9644359350204468
Epoch 660, training loss: 0.01404636725783348 = 0.007401686627417803 + 0.001 * 6.644680023193359
Epoch 660, val loss: 0.9717259407043457
Epoch 670, training loss: 0.01370939053595066 = 0.007067294791340828 + 0.001 * 6.642096042633057
Epoch 670, val loss: 0.9787986278533936
Epoch 680, training loss: 0.01343424804508686 = 0.006756756454706192 + 0.001 * 6.677491664886475
Epoch 680, val loss: 0.985738217830658
Epoch 690, training loss: 0.013110937550663948 = 0.006467911414802074 + 0.001 * 6.643025875091553
Epoch 690, val loss: 0.9924998879432678
Epoch 700, training loss: 0.01285054162144661 = 0.0061988187953829765 + 0.001 * 6.651722431182861
Epoch 700, val loss: 0.9991291165351868
Epoch 710, training loss: 0.012583544477820396 = 0.00594763457775116 + 0.001 * 6.635909080505371
Epoch 710, val loss: 1.0055913925170898
Epoch 720, training loss: 0.012364039197564125 = 0.005712801590561867 + 0.001 * 6.6512370109558105
Epoch 720, val loss: 1.0119142532348633
Epoch 730, training loss: 0.012145362794399261 = 0.005492933560162783 + 0.001 * 6.652429103851318
Epoch 730, val loss: 1.0181034803390503
Epoch 740, training loss: 0.011932095512747765 = 0.005286792293190956 + 0.001 * 6.645302772521973
Epoch 740, val loss: 1.0241447687149048
Epoch 750, training loss: 0.01172911748290062 = 0.005093200132250786 + 0.001 * 6.635916709899902
Epoch 750, val loss: 1.0300545692443848
Epoch 760, training loss: 0.011558657512068748 = 0.004911179654300213 + 0.001 * 6.647478103637695
Epoch 760, val loss: 1.0358446836471558
Epoch 770, training loss: 0.011386960744857788 = 0.004739829804748297 + 0.001 * 6.647130489349365
Epoch 770, val loss: 1.0415124893188477
Epoch 780, training loss: 0.011207027360796928 = 0.004578223917633295 + 0.001 * 6.628803253173828
Epoch 780, val loss: 1.0470685958862305
Epoch 790, training loss: 0.011103739961981773 = 0.004425286781042814 + 0.001 * 6.67845344543457
Epoch 790, val loss: 1.0525391101837158
Epoch 800, training loss: 0.010905468836426735 = 0.004279567394405603 + 0.001 * 6.625900745391846
Epoch 800, val loss: 1.057997226715088
Epoch 810, training loss: 0.010765441693365574 = 0.004139228258281946 + 0.001 * 6.626213073730469
Epoch 810, val loss: 1.0635539293289185
Epoch 820, training loss: 0.010629533790051937 = 0.0040033962577581406 + 0.001 * 6.6261372566223145
Epoch 820, val loss: 1.0691406726837158
Epoch 830, training loss: 0.010508028790354729 = 0.003872109344229102 + 0.001 * 6.635919094085693
Epoch 830, val loss: 1.0746794939041138
Epoch 840, training loss: 0.010382703505456448 = 0.0037456999998539686 + 0.001 * 6.637003421783447
Epoch 840, val loss: 1.0801759958267212
Epoch 850, training loss: 0.010252779349684715 = 0.003624142147600651 + 0.001 * 6.628637313842773
Epoch 850, val loss: 1.0856291055679321
Epoch 860, training loss: 0.010147997178137302 = 0.0035075421910732985 + 0.001 * 6.640454292297363
Epoch 860, val loss: 1.0910428762435913
Epoch 870, training loss: 0.010020246729254723 = 0.0033959762658923864 + 0.001 * 6.624270439147949
Epoch 870, val loss: 1.0963889360427856
Epoch 880, training loss: 0.009907707571983337 = 0.0032894685864448547 + 0.001 * 6.618238925933838
Epoch 880, val loss: 1.101684331893921
Epoch 890, training loss: 0.009823955595493317 = 0.0031879101879894733 + 0.001 * 6.636045455932617
Epoch 890, val loss: 1.1069122552871704
Epoch 900, training loss: 0.009724518284201622 = 0.0030911460053175688 + 0.001 * 6.6333723068237305
Epoch 900, val loss: 1.1120595932006836
Epoch 910, training loss: 0.009615877643227577 = 0.002999093383550644 + 0.001 * 6.61678409576416
Epoch 910, val loss: 1.1171308755874634
Epoch 920, training loss: 0.009532134979963303 = 0.0029114889912307262 + 0.001 * 6.620645523071289
Epoch 920, val loss: 1.1221305131912231
Epoch 930, training loss: 0.009448446333408356 = 0.0028281863778829575 + 0.001 * 6.620259761810303
Epoch 930, val loss: 1.1270228624343872
Epoch 940, training loss: 0.009378846734762192 = 0.0027488218620419502 + 0.001 * 6.6300249099731445
Epoch 940, val loss: 1.1318649053573608
Epoch 950, training loss: 0.009287474676966667 = 0.0026732590049505234 + 0.001 * 6.614215850830078
Epoch 950, val loss: 1.136595606803894
Epoch 960, training loss: 0.009212357923388481 = 0.0026012605521827936 + 0.001 * 6.61109733581543
Epoch 960, val loss: 1.1412603855133057
Epoch 970, training loss: 0.009145914576947689 = 0.0025325696915388107 + 0.001 * 6.613344669342041
Epoch 970, val loss: 1.1458311080932617
Epoch 980, training loss: 0.00907459668815136 = 0.0024670525453984737 + 0.001 * 6.607543468475342
Epoch 980, val loss: 1.1503558158874512
Epoch 990, training loss: 0.009042314253747463 = 0.0024044846650213003 + 0.001 * 6.637829303741455
Epoch 990, val loss: 1.1548010110855103
=== picking the best model according to the performance on validation ===
target class rate on Vs: 1.0000
accuracy on clean test nodes: 0.8148
Overall ASR: 0.6531
Flip ASR: 0.5822/225 nodes
./selected_nodes/Cora/Overall/seed125/nodes.txt
precent of left attach nodes: 1.000
=== training gcn model ===
Epoch 0, training loss: 1.9493132829666138 = 1.9409394264221191 + 0.001 * 8.373858451843262
Epoch 0, val loss: 1.9401590824127197
Epoch 10, training loss: 1.939892292022705 = 1.9315185546875 + 0.001 * 8.373796463012695
Epoch 10, val loss: 1.9308396577835083
Epoch 20, training loss: 1.9287978410720825 = 1.920424222946167 + 0.001 * 8.373579978942871
Epoch 20, val loss: 1.9193271398544312
Epoch 30, training loss: 1.9136751890182495 = 1.9053020477294922 + 0.001 * 8.373103141784668
Epoch 30, val loss: 1.9031308889389038
Epoch 40, training loss: 1.8913832902908325 = 1.8830112218856812 + 0.001 * 8.372023582458496
Epoch 40, val loss: 1.8789547681808472
Epoch 50, training loss: 1.8589805364608765 = 1.8506112098693848 + 0.001 * 8.369309425354004
Epoch 50, val loss: 1.8445501327514648
Epoch 60, training loss: 1.8172942399978638 = 1.8089340925216675 + 0.001 * 8.36010456085205
Epoch 60, val loss: 1.803157925605774
Epoch 70, training loss: 1.7732621431350708 = 1.7649471759796143 + 0.001 * 8.314945220947266
Epoch 70, val loss: 1.7640610933303833
Epoch 80, training loss: 1.7226756811141968 = 1.714663028717041 + 0.001 * 8.012688636779785
Epoch 80, val loss: 1.7214617729187012
Epoch 90, training loss: 1.6527037620544434 = 1.6451401710510254 + 0.001 * 7.563557147979736
Epoch 90, val loss: 1.662095308303833
Epoch 100, training loss: 1.5604439973831177 = 1.553114652633667 + 0.001 * 7.329326152801514
Epoch 100, val loss: 1.5830919742584229
Epoch 110, training loss: 1.4511436223983765 = 1.44394850730896 + 0.001 * 7.195126056671143
Epoch 110, val loss: 1.4931154251098633
Epoch 120, training loss: 1.3355532884597778 = 1.3284368515014648 + 0.001 * 7.116416931152344
Epoch 120, val loss: 1.4005247354507446
Epoch 130, training loss: 1.2210875749588013 = 1.2140063047409058 + 0.001 * 7.081278324127197
Epoch 130, val loss: 1.311572551727295
Epoch 140, training loss: 1.1124355792999268 = 1.1053920984268188 + 0.001 * 7.043446063995361
Epoch 140, val loss: 1.2290441989898682
Epoch 150, training loss: 1.0123955011367798 = 1.005385160446167 + 0.001 * 7.010293006896973
Epoch 150, val loss: 1.1540426015853882
Epoch 160, training loss: 0.9219669103622437 = 0.9149845242500305 + 0.001 * 6.982389450073242
Epoch 160, val loss: 1.0876121520996094
Epoch 170, training loss: 0.8404411673545837 = 0.8334845304489136 + 0.001 * 6.9566216468811035
Epoch 170, val loss: 1.0290696620941162
Epoch 180, training loss: 0.7671496272087097 = 0.7602179646492004 + 0.001 * 6.931640625
Epoch 180, val loss: 0.9772675633430481
Epoch 190, training loss: 0.7014551162719727 = 0.6945497393608093 + 0.001 * 6.905378818511963
Epoch 190, val loss: 0.9316957592964172
Epoch 200, training loss: 0.6421695947647095 = 0.635292649269104 + 0.001 * 6.876944541931152
Epoch 200, val loss: 0.8917987942695618
Epoch 210, training loss: 0.5874295830726624 = 0.5805773138999939 + 0.001 * 6.852296352386475
Epoch 210, val loss: 0.8567032217979431
Epoch 220, training loss: 0.5359297394752502 = 0.5290912389755249 + 0.001 * 6.838502407073975
Epoch 220, val loss: 0.8259427547454834
Epoch 230, training loss: 0.4872335195541382 = 0.48039954900741577 + 0.001 * 6.833973407745361
Epoch 230, val loss: 0.7994614243507385
Epoch 240, training loss: 0.44162213802337646 = 0.4347909986972809 + 0.001 * 6.83113956451416
Epoch 240, val loss: 0.7773944139480591
Epoch 250, training loss: 0.3995485305786133 = 0.392719566822052 + 0.001 * 6.828972816467285
Epoch 250, val loss: 0.7596374154090881
Epoch 260, training loss: 0.36141204833984375 = 0.3545851409435272 + 0.001 * 6.826893329620361
Epoch 260, val loss: 0.7460561394691467
Epoch 270, training loss: 0.3271663188934326 = 0.320341020822525 + 0.001 * 6.825297832489014
Epoch 270, val loss: 0.7363746762275696
Epoch 280, training loss: 0.2961842119693756 = 0.28936031460762024 + 0.001 * 6.82388973236084
Epoch 280, val loss: 0.7298644781112671
Epoch 290, training loss: 0.2674373686313629 = 0.26061496138572693 + 0.001 * 6.822409629821777
Epoch 290, val loss: 0.7257620096206665
Epoch 300, training loss: 0.24004049599170685 = 0.233219712972641 + 0.001 * 6.820777893066406
Epoch 300, val loss: 0.7231842875480652
Epoch 310, training loss: 0.21333885192871094 = 0.20651987195014954 + 0.001 * 6.818984031677246
Epoch 310, val loss: 0.7216496467590332
Epoch 320, training loss: 0.1874699741601944 = 0.18065206706523895 + 0.001 * 6.817911148071289
Epoch 320, val loss: 0.7210592031478882
Epoch 330, training loss: 0.16330371797084808 = 0.15648725628852844 + 0.001 * 6.816456317901611
Epoch 330, val loss: 0.7218403816223145
Epoch 340, training loss: 0.141788512468338 = 0.13497398793697357 + 0.001 * 6.814518928527832
Epoch 340, val loss: 0.7245933413505554
Epoch 350, training loss: 0.1232738196849823 = 0.11646074801683426 + 0.001 * 6.813072681427002
Epoch 350, val loss: 0.7296612858772278
Epoch 360, training loss: 0.10769011080265045 = 0.10087832063436508 + 0.001 * 6.811789512634277
Epoch 360, val loss: 0.737227201461792
Epoch 370, training loss: 0.09467935562133789 = 0.08786799758672714 + 0.001 * 6.811354637145996
Epoch 370, val loss: 0.7469541430473328
Epoch 380, training loss: 0.0838126689195633 = 0.07700333744287491 + 0.001 * 6.8093342781066895
Epoch 380, val loss: 0.7584335803985596
Epoch 390, training loss: 0.07470151036977768 = 0.06789188086986542 + 0.001 * 6.809627532958984
Epoch 390, val loss: 0.7711659073829651
Epoch 400, training loss: 0.06701651960611343 = 0.060209233313798904 + 0.001 * 6.807287693023682
Epoch 400, val loss: 0.7847079634666443
Epoch 410, training loss: 0.0604901947081089 = 0.053685493767261505 + 0.001 * 6.804701805114746
Epoch 410, val loss: 0.7987005114555359
Epoch 420, training loss: 0.0549134686589241 = 0.048109449446201324 + 0.001 * 6.804019927978516
Epoch 420, val loss: 0.8127596378326416
Epoch 430, training loss: 0.050117943435907364 = 0.04331479221582413 + 0.001 * 6.803151607513428
Epoch 430, val loss: 0.8268162608146667
Epoch 440, training loss: 0.04596754163503647 = 0.03916602581739426 + 0.001 * 6.801515579223633
Epoch 440, val loss: 0.840694785118103
Epoch 450, training loss: 0.04236406087875366 = 0.03555857762694359 + 0.001 * 6.805484294891357
Epoch 450, val loss: 0.854340136051178
Epoch 460, training loss: 0.03920169919729233 = 0.03240647166967392 + 0.001 * 6.795228958129883
Epoch 460, val loss: 0.8677018284797668
Epoch 470, training loss: 0.03644119203090668 = 0.02963976189494133 + 0.001 * 6.8014302253723145
Epoch 470, val loss: 0.8807353377342224
Epoch 480, training loss: 0.03399313986301422 = 0.02720053866505623 + 0.001 * 6.792601585388184
Epoch 480, val loss: 0.8934990167617798
Epoch 490, training loss: 0.03183160722255707 = 0.025041401386260986 + 0.001 * 6.790205478668213
Epoch 490, val loss: 0.9059216380119324
Epoch 500, training loss: 0.029916448518633842 = 0.023122398182749748 + 0.001 * 6.7940497398376465
Epoch 500, val loss: 0.9180092811584473
Epoch 510, training loss: 0.028195852413773537 = 0.0214100144803524 + 0.001 * 6.785837650299072
Epoch 510, val loss: 0.9297635555267334
Epoch 520, training loss: 0.026662131771445274 = 0.0198774766176939 + 0.001 * 6.784654140472412
Epoch 520, val loss: 0.9412016868591309
Epoch 530, training loss: 0.025285907089710236 = 0.018501529470086098 + 0.001 * 6.784377574920654
Epoch 530, val loss: 0.9523220658302307
Epoch 540, training loss: 0.024036262184381485 = 0.017261963337659836 + 0.001 * 6.774299144744873
Epoch 540, val loss: 0.9631456136703491
Epoch 550, training loss: 0.02292330004274845 = 0.016142066568136215 + 0.001 * 6.781232833862305
Epoch 550, val loss: 0.9736649990081787
Epoch 560, training loss: 0.021896738559007645 = 0.015127411112189293 + 0.001 * 6.769327163696289
Epoch 560, val loss: 0.9838865995407104
Epoch 570, training loss: 0.02097306028008461 = 0.014205663464963436 + 0.001 * 6.767396926879883
Epoch 570, val loss: 0.9938039183616638
Epoch 580, training loss: 0.020125556737184525 = 0.013366094790399075 + 0.001 * 6.759461402893066
Epoch 580, val loss: 1.0034551620483398
Epoch 590, training loss: 0.01935710199177265 = 0.012599457055330276 + 0.001 * 6.7576446533203125
Epoch 590, val loss: 1.0128535032272339
Epoch 600, training loss: 0.018649917095899582 = 0.011897769756615162 + 0.001 * 6.7521467208862305
Epoch 600, val loss: 1.0219764709472656
Epoch 610, training loss: 0.018014147877693176 = 0.01125410944223404 + 0.001 * 6.760038375854492
Epoch 610, val loss: 1.0308609008789062
Epoch 620, training loss: 0.017415210604667664 = 0.01066240482032299 + 0.001 * 6.752806186676025
Epoch 620, val loss: 1.0394999980926514
Epoch 630, training loss: 0.016859494149684906 = 0.010117342695593834 + 0.001 * 6.74215030670166
Epoch 630, val loss: 1.0478947162628174
Epoch 640, training loss: 0.016359269618988037 = 0.009614245034754276 + 0.001 * 6.745023727416992
Epoch 640, val loss: 1.0560745000839233
Epoch 650, training loss: 0.015960855409502983 = 0.00914894137531519 + 0.001 * 6.811913013458252
Epoch 650, val loss: 1.0640277862548828
Epoch 660, training loss: 0.015443902462720871 = 0.00871784146875143 + 0.001 * 6.72606086730957
Epoch 660, val loss: 1.0717675685882568
Epoch 670, training loss: 0.015045113861560822 = 0.008317786268889904 + 0.001 * 6.7273268699646
Epoch 670, val loss: 1.079298496246338
Epoch 680, training loss: 0.014665789902210236 = 0.007945867255330086 + 0.001 * 6.7199225425720215
Epoch 680, val loss: 1.086653232574463
Epoch 690, training loss: 0.014309689402580261 = 0.007599490694701672 + 0.001 * 6.710198879241943
Epoch 690, val loss: 1.093780279159546
Epoch 700, training loss: 0.013999372720718384 = 0.007276463322341442 + 0.001 * 6.722909450531006
Epoch 700, val loss: 1.1007505655288696
Epoch 710, training loss: 0.013682002201676369 = 0.006974823772907257 + 0.001 * 6.707177639007568
Epoch 710, val loss: 1.1075416803359985
Epoch 720, training loss: 0.013402534648776054 = 0.006692684721201658 + 0.001 * 6.709849834442139
Epoch 720, val loss: 1.114187479019165
Epoch 730, training loss: 0.013126783072948456 = 0.006428474560379982 + 0.001 * 6.698307514190674
Epoch 730, val loss: 1.1206613779067993
Epoch 740, training loss: 0.012894513085484505 = 0.006180711556226015 + 0.001 * 6.71380090713501
Epoch 740, val loss: 1.12697172164917
Epoch 750, training loss: 0.012656887993216515 = 0.0059480248019099236 + 0.001 * 6.708863258361816
Epoch 750, val loss: 1.133150339126587
Epoch 760, training loss: 0.012423882260918617 = 0.005729238037019968 + 0.001 * 6.694643497467041
Epoch 760, val loss: 1.1391737461090088
Epoch 770, training loss: 0.012210346758365631 = 0.005523276049643755 + 0.001 * 6.687069892883301
