Begin epxeriment: cont_weight: 2 epoch:1000 der1:0.3 der2:0 dfr1:0 dfr2:0.4
./run_pre_bkd.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0002, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=2.0, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=2, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.0, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=0.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
#Attach Nodes:5
./selected_nodes/Cora/Overall/seed265/nodes.txt
precent of left attach nodes: 1.000
/home/mfl5681/project-contrastive/RobustCL/model.py:226: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
Epoch 200, training loss: 14.026140213012695 = 1.7390847206115723 + 2.0 * 6.143527507781982
Epoch 200, val loss: 1.7556498050689697
Epoch 210, training loss: 13.994396209716797 = 1.7249135971069336 + 2.0 * 6.134741306304932
Epoch 210, val loss: 1.7445629835128784
Epoch 220, training loss: 13.961708068847656 = 1.7085340023040771 + 2.0 * 6.1265869140625
Epoch 220, val loss: 1.7317456007003784
Epoch 230, training loss: 13.927136421203613 = 1.6893445253372192 + 2.0 * 6.118896007537842
Epoch 230, val loss: 1.7169114351272583
Epoch 240, training loss: 13.892463684082031 = 1.6667779684066772 + 2.0 * 6.112843036651611
Epoch 240, val loss: 1.699416995048523
Epoch 250, training loss: 13.855895042419434 = 1.6401689052581787 + 2.0 * 6.107862949371338
Epoch 250, val loss: 1.6786582469940186
Epoch 260, training loss: 13.820977210998535 = 1.608943223953247 + 2.0 * 6.106017112731934
Epoch 260, val loss: 1.6542162895202637
Epoch 270, training loss: 13.771713256835938 = 1.5732707977294922 + 2.0 * 6.099221229553223
Epoch 270, val loss: 1.6257938146591187
Epoch 280, training loss: 13.72230339050293 = 1.5326499938964844 + 2.0 * 6.094826698303223
Epoch 280, val loss: 1.5931882858276367
Epoch 290, training loss: 13.673531532287598 = 1.486931562423706 + 2.0 * 6.093299865722656
Epoch 290, val loss: 1.5560977458953857
Epoch 300, training loss: 13.616026878356934 = 1.4371166229248047 + 2.0 * 6.0894551277160645
Epoch 300, val loss: 1.5151937007904053
Epoch 310, training loss: 13.555536270141602 = 1.3839083909988403 + 2.0 * 6.085813999176025
Epoch 310, val loss: 1.4713386297225952
Epoch 320, training loss: 13.501070022583008 = 1.3283660411834717 + 2.0 * 6.0863518714904785
Epoch 320, val loss: 1.425419807434082
Epoch 330, training loss: 13.434343338012695 = 1.2724690437316895 + 2.0 * 6.080937385559082
Epoch 330, val loss: 1.3792318105697632
Epoch 340, training loss: 13.373065948486328 = 1.2168738842010498 + 2.0 * 6.07809591293335
Epoch 340, val loss: 1.333832859992981
Epoch 350, training loss: 13.326984405517578 = 1.1619980335235596 + 2.0 * 6.082493305206299
Epoch 350, val loss: 1.2895909547805786
Epoch 360, training loss: 13.258801460266113 = 1.1091388463974 + 2.0 * 6.074831485748291
Epoch 360, val loss: 1.2471495866775513
Epoch 370, training loss: 13.200718879699707 = 1.0577771663665771 + 2.0 * 6.071470737457275
Epoch 370, val loss: 1.2063554525375366
Epoch 380, training loss: 13.144674301147461 = 1.007514476776123 + 2.0 * 6.06857967376709
Epoch 380, val loss: 1.166850209236145
Epoch 390, training loss: 13.1116361618042 = 0.9583244919776917 + 2.0 * 6.076655864715576
Epoch 390, val loss: 1.1286234855651855
Epoch 400, training loss: 13.04218864440918 = 0.9115201830863953 + 2.0 * 6.065334320068359
Epoch 400, val loss: 1.0924636125564575
Epoch 410, training loss: 12.993120193481445 = 0.8663082122802734 + 2.0 * 6.063405990600586
Epoch 410, val loss: 1.0577727556228638
Epoch 420, training loss: 12.944677352905273 = 0.8224206566810608 + 2.0 * 6.06112813949585
Epoch 420, val loss: 1.0241799354553223
Epoch 430, training loss: 12.905817985534668 = 0.7799066305160522 + 2.0 * 6.062955856323242
Epoch 430, val loss: 0.9919784069061279
Epoch 440, training loss: 12.857535362243652 = 0.7398514151573181 + 2.0 * 6.058842182159424
Epoch 440, val loss: 0.9618226289749146
Epoch 450, training loss: 12.81644344329834 = 0.7022683620452881 + 2.0 * 6.057087421417236
Epoch 450, val loss: 0.9341329336166382
Epoch 460, training loss: 12.776951789855957 = 0.6666036248207092 + 2.0 * 6.055173873901367
Epoch 460, val loss: 0.908048152923584
Epoch 470, training loss: 12.738428115844727 = 0.6326099038124084 + 2.0 * 6.052908897399902
Epoch 470, val loss: 0.8836314678192139
Epoch 480, training loss: 12.70427131652832 = 0.6003129482269287 + 2.0 * 6.051979064941406
Epoch 480, val loss: 0.8609914779663086
Epoch 490, training loss: 12.681241989135742 = 0.5698093175888062 + 2.0 * 6.055716514587402
Epoch 490, val loss: 0.8402193188667297
Epoch 500, training loss: 12.64293384552002 = 0.541319727897644 + 2.0 * 6.050806999206543
Epoch 500, val loss: 0.8214722275733948
Epoch 510, training loss: 12.609419822692871 = 0.5143042206764221 + 2.0 * 6.047557830810547
Epoch 510, val loss: 0.8043022155761719
Epoch 520, training loss: 12.596750259399414 = 0.48857805132865906 + 2.0 * 6.054086208343506
Epoch 520, val loss: 0.7885575294494629
Epoch 530, training loss: 12.553645133972168 = 0.4643096625804901 + 2.0 * 6.044667720794678
Epoch 530, val loss: 0.7745346426963806
Epoch 540, training loss: 12.529012680053711 = 0.4411616027355194 + 2.0 * 6.043925762176514
Epoch 540, val loss: 0.761907696723938
Epoch 550, training loss: 12.517107009887695 = 0.4188901484012604 + 2.0 * 6.049108505249023
Epoch 550, val loss: 0.7501979470252991
Epoch 560, training loss: 12.480134963989258 = 0.397745281457901 + 2.0 * 6.041194915771484
Epoch 560, val loss: 0.7398698329925537
Epoch 570, training loss: 12.45839786529541 = 0.3774029612541199 + 2.0 * 6.040497303009033
Epoch 570, val loss: 0.7306097149848938
Epoch 580, training loss: 12.437834739685059 = 0.3579561710357666 + 2.0 * 6.0399394035339355
Epoch 580, val loss: 0.7221410870552063
Epoch 590, training loss: 12.419017791748047 = 0.33939871191978455 + 2.0 * 6.039809703826904
Epoch 590, val loss: 0.7145922183990479
Epoch 600, training loss: 12.398161888122559 = 0.3219251334667206 + 2.0 * 6.038118362426758
Epoch 600, val loss: 0.7079756855964661
Epoch 610, training loss: 12.376614570617676 = 0.3052332401275635 + 2.0 * 6.035690784454346
Epoch 610, val loss: 0.7021378874778748
Epoch 620, training loss: 12.369378089904785 = 0.2894337773323059 + 2.0 * 6.039972305297852
Epoch 620, val loss: 0.6968077421188354
Epoch 630, training loss: 12.345809936523438 = 0.27464234828948975 + 2.0 * 6.035583972930908
Epoch 630, val loss: 0.6923220157623291
Epoch 640, training loss: 12.325728416442871 = 0.26065337657928467 + 2.0 * 6.032537460327148
Epoch 640, val loss: 0.6884191632270813
Epoch 650, training loss: 12.310293197631836 = 0.24735763669013977 + 2.0 * 6.031467914581299
Epoch 650, val loss: 0.6849042177200317
Epoch 660, training loss: 12.295889854431152 = 0.23475605249404907 + 2.0 * 6.030566692352295
Epoch 660, val loss: 0.6819245219230652
Epoch 670, training loss: 12.288365364074707 = 0.22289378941059113 + 2.0 * 6.032735824584961
Epoch 670, val loss: 0.6793773770332336
Epoch 680, training loss: 12.273968696594238 = 0.21186158061027527 + 2.0 * 6.03105354309082
Epoch 680, val loss: 0.6774082779884338
Epoch 690, training loss: 12.259880065917969 = 0.2015167772769928 + 2.0 * 6.029181480407715
Epoch 690, val loss: 0.675906777381897
Epoch 700, training loss: 12.246491432189941 = 0.19176436960697174 + 2.0 * 6.027363300323486
Epoch 700, val loss: 0.6747443675994873
Epoch 710, training loss: 12.236387252807617 = 0.182575985789299 + 2.0 * 6.026905536651611
Epoch 710, val loss: 0.6739286780357361
Epoch 720, training loss: 12.236308097839355 = 0.17388881742954254 + 2.0 * 6.031209468841553
Epoch 720, val loss: 0.6734461188316345
Epoch 730, training loss: 12.218511581420898 = 0.1657545119524002 + 2.0 * 6.026378631591797
Epoch 730, val loss: 0.673316240310669
Epoch 740, training loss: 12.211048126220703 = 0.15814249217510223 + 2.0 * 6.026453018188477
Epoch 740, val loss: 0.6736152768135071
Epoch 750, training loss: 12.199588775634766 = 0.15095147490501404 + 2.0 * 6.024318695068359
Epoch 750, val loss: 0.6740750670433044
Epoch 760, training loss: 12.189956665039062 = 0.14417825639247894 + 2.0 * 6.022889137268066
Epoch 760, val loss: 0.6747815012931824
Epoch 770, training loss: 12.197237968444824 = 0.1377953439950943 + 2.0 * 6.029721260070801
Epoch 770, val loss: 0.6757656335830688
Epoch 780, training loss: 12.17398738861084 = 0.13184115290641785 + 2.0 * 6.021073341369629
Epoch 780, val loss: 0.6769005060195923
Epoch 790, training loss: 12.167777061462402 = 0.12620918452739716 + 2.0 * 6.0207839012146
Epoch 790, val loss: 0.6783463358879089
Epoch 800, training loss: 12.160357475280762 = 0.120869480073452 + 2.0 * 6.019743919372559
Epoch 800, val loss: 0.6799213290214539
Epoch 810, training loss: 12.16716480255127 = 0.11580687761306763 + 2.0 * 6.025679111480713
Epoch 810, val loss: 0.6815639138221741
Epoch 820, training loss: 12.1492338180542 = 0.11108790338039398 + 2.0 * 6.019073009490967
Epoch 820, val loss: 0.6834219098091125
Epoch 830, training loss: 12.14150619506836 = 0.10661528259515762 + 2.0 * 6.0174455642700195
Epoch 830, val loss: 0.6854367852210999
Epoch 840, training loss: 12.136213302612305 = 0.10235808044672012 + 2.0 * 6.016927719116211
Epoch 840, val loss: 0.6875483393669128
Epoch 850, training loss: 12.15096378326416 = 0.09830677509307861 + 2.0 * 6.0263285636901855
Epoch 850, val loss: 0.6898034811019897
Epoch 860, training loss: 12.132725715637207 = 0.09452005475759506 + 2.0 * 6.019103050231934
Epoch 860, val loss: 0.6920470595359802
Epoch 870, training loss: 12.12460994720459 = 0.09093180298805237 + 2.0 * 6.016839027404785
Epoch 870, val loss: 0.6945860981941223
Epoch 880, training loss: 12.115740776062012 = 0.08751191943883896 + 2.0 * 6.0141143798828125
Epoch 880, val loss: 0.6971539258956909
Epoch 890, training loss: 12.112480163574219 = 0.08424460887908936 + 2.0 * 6.01411771774292
Epoch 890, val loss: 0.6997442245483398
Epoch 900, training loss: 12.115090370178223 = 0.08113361895084381 + 2.0 * 6.0169782638549805
Epoch 900, val loss: 0.7024199962615967
Epoch 910, training loss: 12.116552352905273 = 0.07820428907871246 + 2.0 * 6.019174098968506
Epoch 910, val loss: 0.7051782011985779
Epoch 920, training loss: 12.105281829833984 = 0.07540278881788254 + 2.0 * 6.014939308166504
Epoch 920, val loss: 0.7079638242721558
Epoch 930, training loss: 12.095882415771484 = 0.07275380194187164 + 2.0 * 6.011564254760742
Epoch 930, val loss: 0.7108412384986877
Epoch 940, training loss: 12.091998100280762 = 0.07020411640405655 + 2.0 * 6.010897159576416
Epoch 940, val loss: 0.7137404084205627
Epoch 950, training loss: 12.092080116271973 = 0.06776485592126846 + 2.0 * 6.012157440185547
Epoch 950, val loss: 0.716736376285553
Epoch 960, training loss: 12.08552360534668 = 0.06545194238424301 + 2.0 * 6.010035991668701
Epoch 960, val loss: 0.7196703553199768
Epoch 970, training loss: 12.084537506103516 = 0.06324606388807297 + 2.0 * 6.010645866394043
Epoch 970, val loss: 0.7226818799972534
Epoch 980, training loss: 12.08066463470459 = 0.06114650145173073 + 2.0 * 6.009758949279785
Epoch 980, val loss: 0.7257362604141235
Epoch 990, training loss: 12.078850746154785 = 0.05913932994008064 + 2.0 * 6.0098557472229
Epoch 990, val loss: 0.7287160158157349
=== picking the best model according to the performance on validation ===
target class rate on Vs: 1.0000
accuracy on clean test nodes: 0.8222
Overall ASR: 0.6753
Flip ASR: 0.6089/225 nodes
./selected_nodes/Cora/Overall/seed125/nodes.txt
precent of left attach nodes: 1.000
=== training gcn model ===
Epoch 0, training loss: 18.700185775756836 = 1.952774167060852 + 2.0 * 8.373705863952637
Epoch 0, val loss: 1.946869969367981
Epoch 10, training loss: 18.68427276611328 = 1.9419459104537964 + 2.0 * 8.371163368225098
Epoch 10, val loss: 1.9360570907592773
Epoch 20, training loss: 18.65237808227539 = 1.928631067276001 + 2.0 * 8.361873626708984
Epoch 20, val loss: 1.9220341444015503
Epoch 30, training loss: 18.560585021972656 = 1.9110769033432007 + 2.0 * 8.324753761291504
Epoch 30, val loss: 1.902674674987793
Epoch 40, training loss: 18.0220890045166 = 1.891025424003601 + 2.0 * 8.065531730651855
Epoch 40, val loss: 1.8802598714828491
Epoch 50, training loss: 16.696754455566406 = 1.8702927827835083 + 2.0 * 7.4132304191589355
Epoch 50, val loss: 1.856528639793396
Epoch 60, training loss: 16.284765243530273 = 1.847454309463501 + 2.0 * 7.218655109405518
Epoch 60, val loss: 1.8333714008331299
Epoch 70, training loss: 15.84352970123291 = 1.8313299417495728 + 2.0 * 7.006099700927734
Epoch 70, val loss: 1.8183447122573853
Epoch 80, training loss: 15.363718032836914 = 1.819469690322876 + 2.0 * 6.772124290466309
Epoch 80, val loss: 1.8068172931671143
Epoch 90, training loss: 14.988070487976074 = 1.810322880744934 + 2.0 * 6.588873863220215
Epoch 90, val loss: 1.797173261642456
Epoch 100, training loss: 14.833815574645996 = 1.8000304698944092 + 2.0 * 6.516892433166504
Epoch 100, val loss: 1.7858898639678955
Epoch 110, training loss: 14.71613597869873 = 1.7887400388717651 + 2.0 * 6.463697910308838
Epoch 110, val loss: 1.7743672132492065
Epoch 120, training loss: 14.583910942077637 = 1.7785528898239136 + 2.0 * 6.402678966522217
Epoch 120, val loss: 1.7647143602371216
Epoch 130, training loss: 14.470440864562988 = 1.7694648504257202 + 2.0 * 6.350488185882568
Epoch 130, val loss: 1.7556381225585938
Epoch 140, training loss: 14.380335807800293 = 1.7598981857299805 + 2.0 * 6.310218811035156
Epoch 140, val loss: 1.746361255645752
Epoch 150, training loss: 14.303422927856445 = 1.7497903108596802 + 2.0 * 6.276816368103027
Epoch 150, val loss: 1.7369567155838013
Epoch 160, training loss: 14.232725143432617 = 1.7387033700942993 + 2.0 * 6.247010707855225
Epoch 160, val loss: 1.7271281480789185
Epoch 170, training loss: 14.174212455749512 = 1.7259037494659424 + 2.0 * 6.224154472351074
Epoch 170, val loss: 1.7160979509353638
Epoch 180, training loss: 14.114959716796875 = 1.7110940217971802 + 2.0 * 6.201932907104492
Epoch 180, val loss: 1.7034004926681519
Epoch 190, training loss: 14.064557075500488 = 1.6937541961669922 + 2.0 * 6.185401439666748
Epoch 190, val loss: 1.6889840364456177
Epoch 200, training loss: 14.017430305480957 = 1.6735421419143677 + 2.0 * 6.1719441413879395
Epoch 200, val loss: 1.672184944152832
Epoch 210, training loss: 13.970836639404297 = 1.6495764255523682 + 2.0 * 6.160630226135254
Epoch 210, val loss: 1.6523184776306152
Epoch 220, training loss: 13.92406940460205 = 1.6210864782333374 + 2.0 * 6.151491641998291
Epoch 220, val loss: 1.6288821697235107
Epoch 230, training loss: 13.878365516662598 = 1.5882431268692017 + 2.0 * 6.145061016082764
Epoch 230, val loss: 1.6017791032791138
Epoch 240, training loss: 13.824329376220703 = 1.5511430501937866 + 2.0 * 6.136593341827393
Epoch 240, val loss: 1.5717451572418213
Epoch 250, training loss: 13.76975154876709 = 1.510207176208496 + 2.0 * 6.129772186279297
Epoch 250, val loss: 1.5386266708374023
Epoch 260, training loss: 13.71452522277832 = 1.4661996364593506 + 2.0 * 6.124162673950195
Epoch 260, val loss: 1.5034271478652954
Epoch 270, training loss: 13.665044784545898 = 1.4219517707824707 + 2.0 * 6.121546268463135
Epoch 270, val loss: 1.4682952165603638
Epoch 280, training loss: 13.606524467468262 = 1.3794944286346436 + 2.0 * 6.1135149002075195
Epoch 280, val loss: 1.4352192878723145
Epoch 290, training loss: 13.55689525604248 = 1.339486837387085 + 2.0 * 6.108704090118408
Epoch 290, val loss: 1.4042272567749023
Epoch 300, training loss: 13.509535789489746 = 1.3025742769241333 + 2.0 * 6.103480815887451
Epoch 300, val loss: 1.3761131763458252
Epoch 310, training loss: 13.474175453186035 = 1.2690280675888062 + 2.0 * 6.102573871612549
Epoch 310, val loss: 1.3513145446777344
Epoch 320, training loss: 13.431428909301758 = 1.2393304109573364 + 2.0 * 6.0960493087768555
Epoch 320, val loss: 1.3297679424285889
Epoch 330, training loss: 13.39455509185791 = 1.212483525276184 + 2.0 * 6.091035842895508
Epoch 330, val loss: 1.3105876445770264
Epoch 340, training loss: 13.361942291259766 = 1.1874849796295166 + 2.0 * 6.087228775024414
Epoch 340, val loss: 1.2931283712387085
Epoch 350, training loss: 13.334722518920898 = 1.163769006729126 + 2.0 * 6.085476875305176
Epoch 350, val loss: 1.276899814605713
Epoch 360, training loss: 13.304314613342285 = 1.1406728029251099 + 2.0 * 6.081820964813232
Epoch 360, val loss: 1.261393427848816
Epoch 370, training loss: 13.276407241821289 = 1.1179834604263306 + 2.0 * 6.079211711883545
Epoch 370, val loss: 1.246079683303833
Epoch 380, training loss: 13.243988990783691 = 1.0949846506118774 + 2.0 * 6.074501991271973
Epoch 380, val loss: 1.2308489084243774
Epoch 390, training loss: 13.215415954589844 = 1.0715391635894775 + 2.0 * 6.071938514709473
Epoch 390, val loss: 1.2152200937271118
Epoch 400, training loss: 13.187145233154297 = 1.0473225116729736 + 2.0 * 6.069911479949951
Epoch 400, val loss: 1.1991392374038696
Epoch 410, training loss: 13.167645454406738 = 1.0222299098968506 + 2.0 * 6.072707653045654
Epoch 410, val loss: 1.1826353073120117
Epoch 420, training loss: 13.130965232849121 = 0.996788740158081 + 2.0 * 6.0670881271362305
Epoch 420, val loss: 1.1656816005706787
Epoch 430, training loss: 13.098930358886719 = 0.9706946015357971 + 2.0 * 6.064117908477783
Epoch 430, val loss: 1.1484863758087158
Epoch 440, training loss: 13.067887306213379 = 0.9440550208091736 + 2.0 * 6.061916351318359
Epoch 440, val loss: 1.1310904026031494
Epoch 450, training loss: 13.054189682006836 = 0.9170240759849548 + 2.0 * 6.068583011627197
Epoch 450, val loss: 1.1136099100112915
Epoch 460, training loss: 13.007829666137695 = 0.8903785347938538 + 2.0 * 6.058725357055664
Epoch 460, val loss: 1.0963122844696045
Epoch 470, training loss: 12.97747802734375 = 0.8639289736747742 + 2.0 * 6.056774616241455
Epoch 470, val loss: 1.0793880224227905
Epoch 480, training loss: 12.948224067687988 = 0.8377047181129456 + 2.0 * 6.055259704589844
Epoch 480, val loss: 1.0628862380981445
Epoch 490, training loss: 12.939087867736816 = 0.811726450920105 + 2.0 * 6.063680648803711
Epoch 490, val loss: 1.0468111038208008
Epoch 500, training loss: 12.900686264038086 = 0.7867252230644226 + 2.0 * 6.056980609893799
Epoch 500, val loss: 1.0313817262649536
Epoch 510, training loss: 12.86376667022705 = 0.7624490857124329 + 2.0 * 6.050658702850342
Epoch 510, val loss: 1.016783356666565
Epoch 520, training loss: 12.83777141571045 = 0.738590657711029 + 2.0 * 6.049590587615967
Epoch 520, val loss: 1.0026484727859497
Epoch 530, training loss: 12.809447288513184 = 0.7150366902351379 + 2.0 * 6.047205448150635
Epoch 530, val loss: 0.988936722278595
Epoch 540, training loss: 12.794515609741211 = 0.6917684078216553 + 2.0 * 6.051373481750488
Epoch 540, val loss: 0.9756053686141968
Epoch 550, training loss: 12.760758399963379 = 0.669055163860321 + 2.0 * 6.045851707458496
Epoch 550, val loss: 0.9626963138580322
Epoch 560, training loss: 12.73645305633545 = 0.6469168066978455 + 2.0 * 6.044768333435059
Epoch 560, val loss: 0.9503147602081299
Epoch 570, training loss: 12.711357116699219 = 0.6251256465911865 + 2.0 * 6.043115615844727
Epoch 570, val loss: 0.9382989406585693
Epoch 580, training loss: 12.68614673614502 = 0.6038202047348022 + 2.0 * 6.041163444519043
Epoch 580, val loss: 0.9265758991241455
Epoch 590, training loss: 12.664092063903809 = 0.5831114053726196 + 2.0 * 6.04049015045166
Epoch 590, val loss: 0.9153848886489868
Epoch 600, training loss: 12.641080856323242 = 0.5629133582115173 + 2.0 * 6.039083957672119
Epoch 600, val loss: 0.9046058654785156
Epoch 610, training loss: 12.630841255187988 = 0.5431919693946838 + 2.0 * 6.043824672698975
Epoch 610, val loss: 0.8943518996238708
Epoch 620, training loss: 12.601241111755371 = 0.5241993069648743 + 2.0 * 6.038520812988281
Epoch 620, val loss: 0.8847923278808594
Epoch 630, training loss: 12.576203346252441 = 0.5058532357215881 + 2.0 * 6.03517484664917
Epoch 630, val loss: 0.8758944869041443
Epoch 640, training loss: 12.564140319824219 = 0.48801279067993164 + 2.0 * 6.0380635261535645
Epoch 640, val loss: 0.8675807118415833
Epoch 650, training loss: 12.539226531982422 = 0.47079530358314514 + 2.0 * 6.034215450286865
Epoch 650, val loss: 0.8599083423614502
Epoch 660, training loss: 12.519556999206543 = 0.4541029632091522 + 2.0 * 6.032727241516113
Epoch 660, val loss: 0.8528591394424438
Epoch 670, training loss: 12.502671241760254 = 0.43783995509147644 + 2.0 * 6.032415866851807
Epoch 670, val loss: 0.8462949395179749
Epoch 680, training loss: 12.481069564819336 = 0.42197588086128235 + 2.0 * 6.029546737670898
Epoch 680, val loss: 0.8402320146560669
Epoch 690, training loss: 12.464879035949707 = 0.40641334652900696 + 2.0 * 6.029232978820801
Epoch 690, val loss: 0.8346818089485168
Epoch 700, training loss: 12.45074462890625 = 0.3911311626434326 + 2.0 * 6.029806613922119
Epoch 700, val loss: 0.8294860124588013
Epoch 710, training loss: 12.434199333190918 = 0.3761484920978546 + 2.0 * 6.029025554656982
Epoch 710, val loss: 0.82461017370224
Epoch 720, training loss: 12.414066314697266 = 0.36157652735710144 + 2.0 * 6.0262451171875
Epoch 720, val loss: 0.8202430605888367
Epoch 730, training loss: 12.396333694458008 = 0.3471982181072235 + 2.0 * 6.024567604064941
Epoch 730, val loss: 0.8162879347801208
Epoch 740, training loss: 12.380387306213379 = 0.3329913020133972 + 2.0 * 6.023697853088379
Epoch 740, val loss: 0.8126624226570129
Epoch 750, training loss: 12.383624076843262 = 0.3190055191516876 + 2.0 * 6.032309055328369
Epoch 750, val loss: 0.809424638748169
Epoch 760, training loss: 12.353129386901855 = 0.30532106757164 + 2.0 * 6.023904323577881
Epoch 760, val loss: 0.8063848614692688
Epoch 770, training loss: 12.33666706085205 = 0.292056143283844 + 2.0 * 6.022305488586426
Epoch 770, val loss: 0.8038938045501709
Epoch 780, training loss: 12.32133674621582 = 0.27910515666007996 + 2.0 * 6.021115779876709
Epoch 780, val loss: 0.8017480373382568
Epoch 790, training loss: 12.306936264038086 = 0.2664899528026581 + 2.0 * 6.020223140716553
Epoch 790, val loss: 0.8000373244285583
Epoch 800, training loss: 12.310595512390137 = 0.2543133795261383 + 2.0 * 6.028141021728516
